"SECONDS";"PID";"VALUE";"UNITS";
"38075.6646413";"Average speed";"14.615185921029571";"km/h";
"38075.6646413";"Distance travelled";"8.174437525666661";"km";
"38075.6646413";"Distance travelled (Today)";"0.133722";"km";
"38075.6646413";"Distance travelled (total)";"66.090891";"km";
"38075.6646413";"Distance travelled (Week)";"66.090891";"km";
"38075.6646413";"Vehicle acceleration";"0";"g";
"38075.6646413";"Vehicle speed";"0";"km/h";
"38075.9659348";"Calculated boost";"-0.58325";"bar";
"38075.9659348";"Intake manifold absolute pressure";"43";"kPa";
"38076.436318";"Fuel economizer (based on fuel system status and throttle position)";"1";"";
"38076.436318";"Throttle position";"0";"%";
"38076.6659236";"Average fuel consumption";"12.113888979586823";"km/L";
"38076.6659236";"Average fuel consumption (Today)";"1.5602044149904328";"km/L";
"38076.6659236";"Average fuel consumption (total)";"15.130695025024032";"km/L";
"38076.6659236";"Average fuel consumption (Week)";"15.130695025024032";"km/L";
"38076.6659236";"Average fuel consumption 10 sec";"12.135789113943515";"km/L";
"38076.6659236";"Calculated instant fuel rate";"0.9506544983626275";"L/h";
"38076.6659236";"Engine RPM";"844";"rpm";
"38076.6659236";"Engine RPM x1000";"0.8";"rpm";
"38076.6659236";"Fuel used";"0.674798781748904";"L";
"38076.6659236";"Fuel used (Today)";"0.085708";"L";
"38076.6659236";"Fuel used (total)";"4.3680010000000005";"L";
"38076.6659236";"Fuel used (Week)";"4.3680010000000005";"L";
"38076.6659236";"Fuel used price";"77.60185990112396";"₹$";
"38076.6659236";"Fuel used price (Today)";"9.85642";"₹$";
"38076.6659236";"Fuel used price (total)";"267.70794882";"₹$";
"38076.6659236";"Fuel used price (Week)";"267.70794882";"₹$";
"38076.6659236";"Instant engine power (based on fuel consumption)";"3.719148534012143";"hp";
"38076.9799112";"Average speed";"14.605639966621423";"km/h";
"38076.9799112";"Distance travelled";"8.174437525666661";"km";
"38076.9799112";"Distance travelled (Today)";"0.133722";"km";
"38076.9799112";"Distance travelled (total)";"66.090891";"km";
"38076.9799112";"Distance travelled (Week)";"66.090891";"km";
"38076.9799112";"Vehicle acceleration";"0";"g";
"38076.9799112";"Vehicle speed";"0";"km/h";
"38077.2716151";"Calculated boost";"-0.58325";"bar";
"38077.2716151";"Intake manifold absolute pressure";"43";"kPa";
"38077.7208303";"Fuel economizer (based on fuel system status and throttle position)";"1";"";
"38077.7208303";"Throttle position";"0";"%";
"38077.9785259";"Average fuel consumption";"12.10753870047495";"km/L";
"38077.9785259";"Average fuel consumption (Today)";"1.5537868048616117";"km/L";
"38077.9785259";"Average fuel consumption (total)";"15.129468873294408";"km/L";
"38077.9785259";"Average fuel consumption (Week)";"15.129468873294408";"km/L";
"38077.9785259";"Average fuel consumption 10 sec";"12.129533887157924";"km/L";
"38077.9785259";"Calculated instant fuel rate";"0.9709291203656221";"L/h";
"38077.9785259";"Engine RPM";"862";"rpm";
"38077.9785259";"Engine RPM x1000";"0.9";"rpm";
"38077.9785259";"Fuel used";"0.6751527067467477";"L";
"38077.9785259";"Fuel used (Today)";"0.086062";"L";
"38077.9785259";"Fuel used (total)";"4.368355";"L";
"38077.9785259";"Fuel used (Week)";"4.368355";"L";
"38077.9785259";"Fuel used price";"77.64256127587598";"₹$";
"38077.9785259";"Fuel used price (Today)";"9.89713";"₹$";
"38077.9785259";"Fuel used price (total)";"267.74865882";"₹$";
"38077.9785259";"Fuel used price (Week)";"267.74865882";"₹$";
"38077.9785259";"Instant engine power (based on fuel consumption)";"3.7984668676759092";"hp";
"38078.2531021";"Average speed";"14.596414203401544";"km/h";
"38078.2531021";"Distance travelled";"8.174437525666661";"km";
"38078.2531021";"Distance travelled (Today)";"0.133722";"km";
"38078.2531021";"Distance travelled (total)";"66.090891";"km";
"38078.2531021";"Distance travelled (Week)";"66.090891";"km";
"38078.2531021";"Vehicle acceleration";"0";"g";
"38078.2531021";"Vehicle speed";"0";"km/h";
"38078.5727741";"Calculated boost";"-0.58325";"bar";
"38078.5727741";"Intake manifold absolute pressure";"43";"kPa";
"38079.0395424";"Fuel economizer (based on fuel system status and throttle position)";"1";"";
"38079.0395424";"Throttle position";"0";"%";
"38079.2386411";"Average fuel consumption";"12.101424908259322";"km/L";
"38079.2386411";"Average fuel consumption (Today)";"1.5476545953265515";"km/L";
"38079.2386411";"Average fuel consumption (total)";"15.12828793763631";"km/L";
"38079.2386411";"Average fuel consumption (Week)";"15.12828793763631";"km/L";
"38079.2386411";"Average fuel consumption 10 sec";"12.123287388736518";"km/L";
"38079.2386411";"Calculated instant fuel rate";"0.9743082240327879";"L/h";
"38079.2386411";"Engine RPM";"865";"rpm";
"38079.2386411";"Engine RPM x1000";"0.9";"rpm";
"38079.2386411";"Fuel used";"0.6754938023940916";"L";
"38079.2386411";"Fuel used (Today)";"0.086403";"L";
"38079.2386411";"Fuel used (total)";"4.368696";"L";
"38079.2386411";"Fuel used (Week)";"4.368696";"L";
"38079.2386411";"Fuel used price";"77.68178727532053";"₹$";
"38079.2386411";"Fuel used price (Today)";"9.936345";"₹$";
"38079.2386411";"Fuel used price (total)";"267.78787382";"₹$";
"38079.2386411";"Fuel used price (Week)";"267.78787382";"₹$";
"38079.2386411";"Instant engine power (based on fuel consumption)";"3.8116865899532044";"hp";
"38079.5490078";"Average speed";"14.587042733930964";"km/h";
"38079.5490078";"Distance travelled";"8.174437525666661";"km";
"38079.5490078";"Distance travelled (Today)";"0.133722";"km";
"38079.5490078";"Distance travelled (total)";"66.090891";"km";
"38079.5490078";"Distance travelled (Week)";"66.090891";"km";
"38079.5490078";"Vehicle acceleration";"0";"g";
"38079.5490078";"Vehicle speed";"0";"km/h";
"38079.861349";"Calculated boost";"-0.58325";"bar";
"38079.861349";"Intake manifold absolute pressure";"43";"kPa";
"38080.321257";"Fuel economizer (based on fuel system status and throttle position)";"1";"";
"38080.321257";"Throttle position";"0";"%";
"38080.5577131";"Average fuel consumption";"12.095107227210573";"km/L";
"38080.5577131";"Average fuel consumption (Today)";"1.5413573700954404";"km/L";
"38080.5577131";"Average fuel consumption (total)";"15.127065638311675";"km/L";
"38080.5577131";"Average fuel consumption (Week)";"15.127065638311675";"km/L";
"38080.5577131";"Average fuel consumption 10 sec";"12.117035122908597";"km/L";
"38080.5577131";"Calculated instant fuel rate";"0.9630445451422353";"L/h";
"38080.5577131";"Engine RPM";"855";"rpm";
"38080.5577131";"Engine RPM x1000";"0.9";"rpm";
"38080.5577131";"Fuel used";"0.6758466355119604";"L";
"38080.5577131";"Fuel used (Today)";"0.086756";"L";
"38080.5577131";"Fuel used (total)";"4.369049";"L";
"38080.5577131";"Fuel used (Week)";"4.369049";"L";
"38080.5577131";"Fuel used price";"77.72236308387545";"₹$";
"38080.5577131";"Fuel used price (Today)";"9.97694";"₹$";
"38080.5577131";"Fuel used price (total)";"267.82846882";"₹$";
"38080.5577131";"Fuel used price (Week)";"267.82846882";"₹$";
"38080.5577131";"Instant engine power (based on fuel consumption)";"3.76762084902889";"hp";
"38080.8722628";"Average speed";"14.577484150073149";"km/h";
"38080.8722628";"Distance travelled";"8.174437525666661";"km";
"38080.8722628";"Distance travelled (Today)";"0.133722";"km";
"38080.8722628";"Distance travelled (total)";"66.090891";"km";
"38080.8722628";"Distance travelled (Week)";"66.090891";"km";
"38080.8722628";"Vehicle acceleration";"0";"g";
"38080.8722628";"Vehicle speed";"0";"km/h";
"38081.1467177";"Calculated boost";"-0.58325";"bar";
"38081.1467177";"Intake manifold absolute pressure";"43";"kPa";
"38081.6071363";"Fuel economizer (based on fuel system status and throttle position)";"1";"";
"38081.6071363";"Throttle position";"0";"%";
"38081.8506617";"Average fuel consumption";"12.089053920804888";"km/L";
"38081.8506617";"Average fuel consumption (Today)";"1.5353755712218984";"km/L";
"38081.8506617";"Average fuel consumption (total)";"15.125895463139338";"km/L";
"38081.8506617";"Average fuel consumption (Week)";"15.125895463139338";"km/L";
"38081.8506617";"Average fuel consumption 10 sec";"12.110812187084523";"km/L";
"38081.8506617";"Calculated instant fuel rate";"0.941643555250186";"L/h";
"38081.8506617";"Engine RPM";"836";"rpm";
"38081.8506617";"Engine RPM x1000";"0.8";"rpm";
"38081.8506617";"Fuel used";"0.67618504965047";"L";
"38081.8506617";"Fuel used (Today)";"0.087094";"L";
"38081.8506617";"Fuel used (total)";"4.369387";"L";
"38081.8506617";"Fuel used (Week)";"4.369387";"L";
"38081.8506617";"Fuel used price";"77.76128070980405";"₹$";
"38081.8506617";"Fuel used price (Today)";"10.01581";"₹$";
"38081.8506617";"Fuel used price (total)";"267.86733882";"₹$";
"38081.8506617";"Fuel used price (Week)";"267.86733882";"₹$";
"38081.8506617";"Instant engine power (based on fuel consumption)";"3.683895941272693";"hp";
"38082.1495714";"Average speed";"14.568267154497697";"km/h";
"38082.1495714";"Distance travelled";"8.174437525666661";"km";
"38082.1495714";"Distance travelled (Today)";"0.133722";"km";
"38082.1495714";"Distance travelled (total)";"66.090891";"km";
"38082.1495714";"Distance travelled (Week)";"66.090891";"km";
"38082.1495714";"Vehicle acceleration";"0";"g";
"38082.1495714";"Vehicle speed";"0";"km/h";
"38082.4629849";"Calculated boost";"-0.58325";"bar";
"38082.4629849";"Intake manifold absolute pressure";"43";"kPa";
"38082.911001";"Fuel economizer (based on fuel system status and throttle position)";"1";"";
"38082.911001";"Throttle position";"0";"%";
"38083.130824";"Average fuel consumption";"12.08342476644289";"km/L";
"38083.130824";"Average fuel consumption (Today)";"1.5298424647347528";"km/L";
"38083.130824";"Average fuel consumption (total)";"15.124805078241032";"km/L";
"38083.130824";"Average fuel consumption (Week)";"15.124805078241032";"km/L";
"38083.130824";"Average fuel consumption 10 sec";"12.104615385104767";"km/L";
"38083.130824";"Calculated instant fuel rate";"0.8864515286864786";"L/h";
"38083.130824";"Engine RPM";"787";"rpm";
"38083.130824";"Engine RPM x1000";"0.8";"rpm";
"38083.130824";"Fuel used";"0.6765000555445215";"L";
"38083.130824";"Fuel used (Today)";"0.087409";"L";
"38083.130824";"Fuel used (total)";"4.369702";"L";
"38083.130824";"Fuel used (Week)";"4.369702";"L";
"38083.130824";"Fuel used price";"77.79750638761998";"₹$";
"38083.130824";"Fuel used price (Today)";"10.052035";"₹$";
"38083.130824";"Fuel used price (total)";"267.90356382";"₹$";
"38083.130824";"Fuel used price (Week)";"267.90356382";"₹$";
"38083.130824";"Instant engine power (based on fuel consumption)";"3.467973810743551";"hp";
"38083.4526865";"Average speed";"14.558863126739718";"km/h";
"38083.4526865";"Distance travelled";"8.174437525666661";"km";
"38083.4526865";"Distance travelled (Today)";"0.133722";"km";
"38083.4526865";"Distance travelled (total)";"66.090891";"km";
"38083.4526865";"Distance travelled (Week)";"66.090891";"km";
"38083.4526865";"Vehicle acceleration";"0";"g";
"38083.4526865";"Vehicle speed";"0";"km/h";
"38083.758958";"Calculated boost";"-0.55325";"bar";
"38083.758958";"Intake manifold absolute pressure";"46";"kPa";
"38084.2186469";"Fuel economizer (based on fuel system status and throttle position)";"1";"";
"38084.2186469";"Throttle position";"0";"%";
"38084.4390892";"Average fuel consumption";"12.077045919510423";"km/L";
"38084.4390892";"Average fuel consumption (Today)";"1.5236196249116971";"km/L";
"38084.4390892";"Average fuel consumption (total)";"15.123569498718435";"km/L";
"38084.4390892";"Average fuel consumption (Week)";"15.123569498718435";"km/L";
"38084.4390892";"Average fuel consumption 10 sec";"12.098429018205426";"km/L";
"38084.4390892";"Calculated instant fuel rate";"0.9832405833390169";"L/h";
"38084.4390892";"Engine RPM";"816";"rpm";
"38084.4390892";"Engine RPM x1000";"0.8";"rpm";
"38084.4390892";"Fuel used";"0.6768573689415959";"L";
"38084.4390892";"Fuel used (Today)";"0.087766";"L";
"38084.4390892";"Fuel used (total)";"4.370059";"L";
"38084.4390892";"Fuel used (Week)";"4.370059";"L";
"38084.4390892";"Fuel used price";"77.83859742828352";"₹$";
"38084.4390892";"Fuel used price (Today)";"10.09309";"₹$";
"38084.4390892";"Fuel used price (total)";"267.94461882";"₹$";
"38084.4390892";"Fuel used price (Week)";"267.94461882";"₹$";
"38084.4390892";"Instant engine power (based on fuel consumption)";"3.8466317472908593";"hp";
"38084.7572881";"Average speed";"14.549480865426213";"km/h";
"38084.7572881";"Distance travelled";"8.174437525666661";"km";
"38084.7572881";"Distance travelled (Today)";"0.133722";"km";
"38084.7572881";"Distance travelled (total)";"66.090891";"km";
"38084.7572881";"Distance travelled (Week)";"66.090891";"km";
"38084.7572881";"Vehicle acceleration";"0";"g";
"38084.7572881";"Vehicle speed";"0";"km/h";
"38085.0602091";"Calculated boost";"-0.53325";"bar";
"38085.0602091";"Intake manifold absolute pressure";"48";"kPa";
"38085.5270154";"Fuel economizer (based on fuel system status and throttle position)";"1";"";
"38085.5270154";"Throttle position";"0";"%";
"38085.7555631";"Average fuel consumption";"12.069645531787689";"km/L";
"38085.7555631";"Average fuel consumption (Today)";"1.516449121692882";"km/L";
"38085.7555631";"Average fuel consumption (total)";"15.122133434497037";"km/L";
"38085.7555631";"Average fuel consumption (Week)";"15.122133434497037";"km/L";
"38085.7555631";"Average fuel consumption 10 sec";"12.092124451041725";"km/L";
"38085.7555631";"Calculated instant fuel rate";"1.1353788321676876";"L/h";
"38085.7555631";"Engine RPM";"903";"rpm";
"38085.7555631";"Engine RPM x1000";"0.9";"rpm";
"38085.7555631";"Fuel used";"0.6772723775638431";"L";
"38085.7555631";"Fuel used (Today)";"0.088181";"L";
"38085.7555631";"Fuel used (total)";"4.370474";"L";
"38085.7555631";"Fuel used (Week)";"4.370474";"L";
"38085.7555631";"Fuel used price";"77.88632341984196";"₹$";
"38085.7555631";"Fuel used price (Today)";"10.140815";"₹$";
"38085.7555631";"Fuel used price (total)";"267.99234382";"₹$";
"38085.7555631";"Fuel used price (Week)";"267.99234382";"₹$";
"38085.7555631";"Instant engine power (based on fuel consumption)";"4.4418266851709";"hp";
"38086.0588631";"Average speed";"14.540135755107235";"km/h";
"38086.0588631";"Distance travelled";"8.174437525666661";"km";
"38086.0588631";"Distance travelled (Today)";"0.133722";"km";
"38086.0588631";"Distance travelled (total)";"66.090891";"km";
"38086.0588631";"Distance travelled (Week)";"66.090891";"km";
"38086.0588631";"Vehicle acceleration";"0";"g";
"38086.0588631";"Vehicle speed";"0";"km/h";
"38086.3899514";"Calculated boost";"-0.67325";"bar";
"38086.3899514";"Intake manifold absolute pressure";"34";"kPa";
"38086.8100889";"Fuel economizer (based on fuel system status and throttle position)";"1";"";
"38086.8100889";"Throttle position";"0";"%";
"38087.0209218";"Average fuel consumption";"12.064649038985337";"km/L";
"38087.0209218";"Average fuel consumption (Today)";"1.511649201342965";"km/L";
"38087.0209218";"Average fuel consumption (total)";"15.12116467776498";"km/L";
"38087.0209218";"Average fuel consumption (Week)";"15.12116467776498";"km/L";
"38087.0209218";"Average fuel consumption 10 sec";"12.085969659343327";"km/L";
"38087.0209218";"Calculated instant fuel rate";"0.7979923574925355";"L/h";
"38087.0209218";"Engine RPM";"896";"rpm";
"38087.0209218";"Engine RPM x1000";"0.9";"rpm";
"38087.0209218";"Fuel used";"0.6775528653383976";"L";
"38087.0209218";"Fuel used (Today)";"0.088461";"L";
"38087.0209218";"Fuel used (total)";"4.370754";"L";
"38087.0209218";"Fuel used (Week)";"4.370754";"L";
"38087.0209218";"Fuel used price";"77.91857951391573";"₹$";
"38087.0209218";"Fuel used price (Today)";"10.173015";"₹$";
"38087.0209218";"Fuel used price (total)";"268.02454382";"₹$";
"38087.0209218";"Fuel used price (Week)";"268.02454382";"₹$";
"38087.0209218";"Instant engine power (based on fuel consumption)";"3.1219040267867846";"hp";
"38087.3563746";"Average speed";"14.530817138783293";"km/h";
"38087.3563746";"Distance travelled";"8.174437525666661";"km";
"38087.3563746";"Distance travelled (Today)";"0.133722";"km";
"38087.3563746";"Distance travelled (total)";"66.090891";"km";
"38087.3563746";"Distance travelled (Week)";"66.090891";"km";
"38087.3563746";"Vehicle acceleration";"0";"g";
"38087.3563746";"Vehicle speed";"0";"km/h";
"38087.6602542";"Calculated boost";"-0.70325";"bar";
"38087.6602542";"Intake manifold absolute pressure";"31";"kPa";
"38088.1157705";"Fuel economizer (based on fuel system status and throttle position)";"1";"";
"38088.1157705";"Throttle position";"0";"%";
"38088.3266723";"Average fuel consumption";"12.060040318628165";"km/L";
"38088.3266723";"Average fuel consumption (Today)";"1.5072362488728586";"km/L";
"38088.3266723";"Average fuel consumption (total)";"15.120268688288045";"km/L";
"38088.3266723";"Average fuel consumption (Week)";"15.120268688288045";"km/L";
"38088.3266723";"Average fuel consumption 10 sec";"12.080033113493538";"km/L";
"38088.3266723";"Calculated instant fuel rate";"0.7137767118341023";"L/h";
"38088.3266723";"Engine RPM";"879";"rpm";
"38088.3266723";"Engine RPM x1000";"0.9";"rpm";
"38088.3266723";"Fuel used";"0.6778117908146851";"L";
"38088.3266723";"Fuel used (Today)";"0.08872";"L";
"38088.3266723";"Fuel used (total)";"4.3710130000000005";"L";
"38088.3266723";"Fuel used (Week)";"4.3710130000000005";"L";
"38088.3266723";"Fuel used price";"77.9483559436888";"₹$";
"38088.3266723";"Fuel used price (Today)";"10.2028";"₹$";
"38088.3266723";"Fuel used price (total)";"268.05432882";"₹$";
"38088.3266723";"Fuel used price (Week)";"268.05432882";"₹$";
"38088.3266723";"Instant engine power (based on fuel consumption)";"2.7924357545270833";"hp";
"38088.7242577";"Average speed";"14.521014602321493";"km/h";
"38088.7242577";"Distance travelled";"8.174437525666661";"km";
"38088.7242577";"Distance travelled (Today)";"0.133722";"km";
"38088.7242577";"Distance travelled (total)";"66.090891";"km";
"38088.7242577";"Distance travelled (Week)";"66.090891";"km";
"38088.7242577";"Vehicle acceleration";"0";"g";
"38088.7242577";"Vehicle speed";"0";"km/h";
"38089.041277";"Calculated boost";"-0.70325";"bar";
"38089.041277";"Intake manifold absolute pressure";"31";"kPa";
"38089.4887035";"Fuel economizer (based on fuel system status and throttle position)";"1";"";
"38089.4887035";"Throttle position";"0";"%";
"38089.7054321";"Average fuel consumption";"12.055137456537544";"km/L";
"38089.7054321";"Average fuel consumption (Today)";"1.5025619128949614";"km/L";
"38089.7054321";"Average fuel consumption (total)";"15.119314005548478";"km/L";
"38089.7054321";"Average fuel consumption (Week)";"15.119314005548478";"km/L";
"38089.7054321";"Average fuel consumption 10 sec";"12.07424825374874";"km/L";
"38089.7054321";"Calculated instant fuel rate";"0.7194609404835208";"L/h";
"38089.7054321";"Engine RPM";"886";"rpm";
"38089.7054321";"Engine RPM x1000";"0.9";"rpm";
"38089.7054321";"Fuel used";"0.6780874589890001";"L";
"38089.7054321";"Fuel used (Today)";"0.088996";"L";
"38089.7054321";"Fuel used (total)";"4.371289";"L";
"38089.7054321";"Fuel used (Week)";"4.371289";"L";
"38089.7054321";"Fuel used price";"77.98005778373502";"₹$";
"38089.7054321";"Fuel used price (Today)";"10.23454";"₹$";
"38089.7054321";"Fuel used price (total)";"268.08606882";"₹$";
"38089.7054321";"Fuel used price (Week)";"268.08606882";"₹$";
"38089.7054321";"Instant engine power (based on fuel consumption)";"2.8146735819237727";"hp";
"38090.0094972";"Average speed";"14.511801790836609";"km/h";
"38090.0094972";"Distance travelled";"8.174437525666661";"km";
"38090.0094972";"Distance travelled (Today)";"0.133722";"km";
"38090.0094972";"Distance travelled (total)";"66.090891";"km";
"38090.0094972";"Distance travelled (Week)";"66.090891";"km";
"38090.0094972";"Vehicle acceleration";"0";"g";
"38090.0094972";"Vehicle speed";"0";"km/h";
"38090.3119574";"Calculated boost";"-0.71325";"bar";
"38090.3119574";"Intake manifold absolute pressure";"30";"kPa";
"38090.8007978";"Fuel economizer (based on fuel system status and throttle position)";"1";"";
"38090.8007978";"Throttle position";"0";"%";
"38091.0197035";"Average fuel consumption";"12.051091044558072";"km/L";
"38091.0197035";"Average fuel consumption (Today)";"1.4987223168654176";"km/L";
"38091.0197035";"Average fuel consumption (total)";"15.118525445514681";"km/L";
"38091.0197035";"Average fuel consumption (Week)";"15.118525445514681";"km/L";
"38091.0197035";"Average fuel consumption 10 sec";"12.068747672219246";"km/L";
"38091.0197035";"Calculated instant fuel rate";"0.6239554213324642";"L/h";
"38091.0197035";"Engine RPM";"794";"rpm";
"38091.0197035";"Engine RPM x1000";"0.8";"rpm";
"38091.0197035";"Fuel used";"0.6783151413795021";"L";
"38091.0197035";"Fuel used (Today)";"0.089224";"L";
"38091.0197035";"Fuel used (total)";"4.371517";"L";
"38091.0197035";"Fuel used (Week)";"4.371517";"L";
"38091.0197035";"Fuel used price";"78.00624125864275";"₹$";
"38091.0197035";"Fuel used price (Today)";"10.26076";"₹$";
"38091.0197035";"Fuel used price (total)";"268.11228882";"₹$";
"38091.0197035";"Fuel used price (Week)";"268.11228882";"₹$";
"38091.0197035";"Instant engine power (based on fuel consumption)";"2.4410370902724914";"hp";
"38091.2984354";"Average speed";"14.502584365875396";"km/h";
"38091.2984354";"Distance travelled";"8.174437525666661";"km";
"38091.2984354";"Distance travelled (Today)";"0.133722";"km";
"38091.2984354";"Distance travelled (total)";"66.090891";"km";
"38091.2984354";"Distance travelled (Week)";"66.090891";"km";
"38091.2984354";"Vehicle acceleration";"0";"g";
"38091.2984354";"Vehicle speed";"0";"km/h";
"38091.6144975";"Calculated boost";"-0.6332500000000001";"bar";
"38091.6144975";"Intake manifold absolute pressure";"38";"kPa";
"38092.0730584";"Fuel economizer (based on fuel system status and throttle position)";"1";"";
"38092.0730584";"Throttle position";"0";"%";
"38092.3158979";"Average fuel consumption";"12.046030844843106";"km/L";
"38092.3158979";"Average fuel consumption (Today)";"1.4939503290171938";"km/L";
"38092.3158979";"Average fuel consumption (total)";"15.117539861137354";"km/L";
"38092.3158979";"Average fuel consumption (Week)";"15.117539861137354";"km/L";
"38092.3158979";"Average fuel consumption 10 sec";"12.063371092619217";"km/L";
"38092.3158979";"Calculated instant fuel rate";"0.7913389285664881";"L/h";
"38092.3158979";"Engine RPM";"795";"rpm";
"38092.3158979";"Engine RPM x1000";"0.8";"rpm";
"38092.3158979";"Fuel used";"0.6786000825463709";"L";
"38092.3158979";"Fuel used (Today)";"0.089509";"L";
"38092.3158979";"Fuel used (total)";"4.371802";"L";
"38092.3158979";"Fuel used (Week)";"4.371802";"L";
"38092.3158979";"Fuel used price";"78.03900949283266";"₹$";
"38092.3158979";"Fuel used price (Today)";"10.293535";"₹$";
"38092.3158979";"Fuel used price (total)";"268.14506382";"₹$";
"38092.3158979";"Fuel used price (Week)";"268.14506382";"₹$";
"38092.3158979";"Instant engine power (based on fuel consumption)";"3.0958744961012585";"hp";
"38092.6044682";"Average speed";"14.493886823418098";"km/h";
"38092.6044682";"Calculated instant fuel consumption";"1.2636810396924385";"km/L";
"38092.6044682";"Distance travelled";"8.174800831166662";"km";
"38092.6044682";"Distance travelled (Today)";"0.134085";"km";
"38092.6044682";"Distance travelled (total)";"66.09125399999999";"km";
"38092.6044682";"Distance travelled (Week)";"66.09125399999999";"km";
"38092.6044682";"Vehicle acceleration";"0.005397283760430266";"g";
"38092.6044682";"Vehicle speed";"1";"km/h";
"38092.9136896";"Calculated boost";"-0.57325";"bar";
"38092.9136896";"Intake manifold absolute pressure";"44";"kPa";
"38093.3447521";"Fuel economizer (based on fuel system status and throttle position)";"1";"";
"38093.3447521";"Throttle position";"0";"%";
"38093.5874677";"Average fuel consumption";"12.040592648280684";"km/L";
"38093.5874677";"Average fuel consumption (Today)";"1.4923869732653652";"km/L";
"38093.5874677";"Average fuel consumption (total)";"15.116457642357664";"km/L";
"38093.5874677";"Average fuel consumption (Week)";"15.116457642357664";"km/L";
"38093.5874677";"Average fuel consumption 10 sec";"12.058018227718051";"km/L";
"38093.5874677";"Calculated instant fuel rate";"0.9531691801614489";"L/h";
"38093.5874677";"Engine RPM";"827";"rpm";
"38093.5874677";"Engine RPM x1000";"0.8";"rpm";
"38093.5874677";"Fuel used";"0.6789367492084344";"L";
"38093.5874677";"Fuel used (Today)";"0.089846";"L";
"38093.5874677";"Fuel used (total)";"4.372139";"L";
"38093.5874677";"Fuel used (Week)";"4.372139";"L";
"38093.5874677";"Fuel used price";"78.07772615896995";"₹$";
"38093.5874677";"Fuel used price (Today)";"10.332289999999999";"₹$";
"38093.5874677";"Fuel used price (total)";"268.18381882";"₹$";
"38093.5874677";"Fuel used price (Week)";"268.18381882";"₹$";
"38093.5874677";"Instant engine power (based on fuel consumption)";"3.7289864668696664";"hp";
"38093.9087318";"Average speed";"14.486518248668531";"km/h";
"38093.9087318";"Calculated instant fuel consumption";"3.1473950925394547";"km/L";
"38093.9087318";"Distance travelled";"8.175886278249996";"km";
"38093.9087318";"Distance travelled (Today)";"0.13517";"km";
"38093.9087318";"Distance travelled (total)";"66.092339";"km";
"38093.9087318";"Distance travelled (Week)";"66.092339";"km";
"38093.9087318";"Vehicle acceleration";"0.01639054404409003";"g";
"38093.9087318";"Vehicle speed";"3";"km/h";
"38094.2129701";"Calculated boost";"-0.56325";"bar";
"38094.2129701";"Intake manifold absolute pressure";"45";"kPa";
"38094.6599888";"Fuel economizer (based on fuel system status and throttle position)";"1";"";
"38094.6599888";"Throttle position";"0";"%";
"38094.8726624";"Average fuel consumption";"12.035216817441102";"km/L";
"38094.8726624";"Average fuel consumption (Today)";"1.497911102738284";"km/L";
"38094.8726624";"Average fuel consumption (total)";"15.115347126104504";"km/L";
"38094.8726624";"Average fuel consumption (Week)";"15.115347126104504";"km/L";
"38094.8726624";"Average fuel consumption 10 sec";"12.052790205171748";"km/L";
"38094.8726624";"Calculated instant fuel rate";"1.1021378821395227";"L/h";
"38094.8726624";"Engine RPM";"935";"rpm";
"38094.8726624";"Engine RPM x1000";"0.9";"rpm";
"38094.8726624";"Fuel used";"0.6793302025437322";"L";
"38094.8726624";"Fuel used (Today)";"0.090239";"L";
"38094.8726624";"Fuel used (total)";"4.3725320000000005";"L";
"38094.8726624";"Fuel used (Week)";"4.3725320000000005";"L";
"38094.8726624";"Fuel used price";"78.12297329252921";"₹$";
"38094.8726624";"Fuel used price (Today)";"10.377485";"₹$";
"38094.8726624";"Fuel used price (total)";"268.22901382";"₹$";
"38094.8726624";"Fuel used price (Week)";"268.22901382";"₹$";
"38094.8726624";"Instant engine power (based on fuel consumption)";"4.31178151021054";"hp";
"38095.189443";"Average speed";"14.479271155414907";"km/h";
"38095.189443";"Calculated instant fuel consumption";"2.7219824748027506";"km/L";
"38095.189443";"Distance travelled";"8.176955189416663";"km";
"38095.189443";"Distance travelled (Today)";"0.136239";"km";
"38095.189443";"Distance travelled (total)";"66.093408";"km";
"38095.189443";"Distance travelled (Week)";"66.093408";"km";
"38095.189443";"Vehicle acceleration";"0.016404872630422895";"g";
"38095.189443";"Vehicle speed";"3";"km/h";
"38095.4864828";"Calculated boost";"-0.6332500000000001";"bar";
"38095.4864828";"Intake manifold absolute pressure";"38";"kPa";
"38095.9453504";"Fuel economizer (based on fuel system status and throttle position)";"1";"";
"38095.9453504";"Throttle position";"0";"%";
"38096.1793427";"Average fuel consumption";"12.030978563214317";"km/L";
"38096.1793427";"Average fuel consumption (Today)";"1.5042896419225547";"km/L";
"38096.1793427";"Average fuel consumption (total)";"15.114457814793978";"km/L";
"38096.1793427";"Average fuel consumption (Week)";"15.114457814793978";"km/L";
"38096.1793427";"Average fuel consumption 10 sec";"12.047956772564492";"km/L";
"38096.1793427";"Calculated instant fuel rate";"0.9038185498595864";"L/h";
"38096.1793427";"Engine RPM";"908";"rpm";
"38096.1793427";"Engine RPM x1000";"0.9";"rpm";
"38096.1793427";"Fuel used";"0.6796583624891794";"L";
"38096.1793427";"Fuel used (Today)";"0.090567";"L";
"38096.1793427";"Fuel used (total)";"4.37286";"L";
"38096.1793427";"Fuel used (Week)";"4.37286";"L";
