"SECONDS";"PID";"VALUE";"UNITS";
"38096.1793427";"Fuel used price";"78.16071168625564";"₹$";
"38096.1793427";"Fuel used price (Today)";"10.415205";"₹$";
"38096.1793427";"Fuel used price (total)";"268.26673382";"₹$";
"38096.1793427";"Fuel used price (Week)";"268.26673382";"₹$";
"38096.1793427";"Instant engine power (based on fuel consumption)";"3.535917034540809";"hp";
"38096.4950354";"Average speed";"14.47126843174873";"km/h";
"38096.4950354";"Calculated instant fuel consumption";"2.212833538668477";"km/L";
"38096.4950354";"Distance travelled";"8.17767996258333";"km";
"38096.4950354";"Distance travelled (Today)";"0.136964";"km";
"38096.4950354";"Distance travelled (total)";"66.094133";"km";
"38096.4950354";"Distance travelled (Week)";"66.094133";"km";
"38096.4950354";"Vehicle speed";"2";"km/h";
"38096.7901765";"Calculated boost";"-0.67325";"bar";
"38096.7901765";"Intake manifold absolute pressure";"34";"kPa";
"38097.2628255";"Fuel economizer (based on fuel system status and throttle position)";"1";"";
"38097.2628255";"Throttle position";"0";"%";
"38097.486957";"Average fuel consumption";"12.026885906471326";"km/L";
"38097.486957";"Average fuel consumption (Today)";"1.5074345964626512";"km/L";
"38097.486957";"Average fuel consumption (total)";"15.113614390718638";"km/L";
"38097.486957";"Average fuel consumption (Week)";"15.113614390718638";"km/L";
"38097.486957";"Average fuel consumption 10 sec";"12.043236503473217";"km/L";
"38097.486957";"Calculated instant fuel rate";"0.802445439844614";"L/h";
"38097.486957";"Engine RPM";"901";"rpm";
"38097.486957";"Engine RPM x1000";"0.9";"rpm";
"38097.486957";"Fuel used";"0.6799499077465391";"L";
"38097.486957";"Fuel used (Today)";"0.090859";"L";
"38097.486957";"Fuel used (total)";"4.373152";"L";
"38097.486957";"Fuel used (Week)";"4.373152";"L";
"38097.486957";"Fuel used price";"78.19423939085199";"₹$";
"38097.486957";"Fuel used price (Today)";"10.448784999999999";"₹$";
"38097.486957";"Fuel used price (total)";"268.30031382";"₹$";
"38097.486957";"Fuel used price (Week)";"268.30031382";"₹$";
"38097.486957";"Instant engine power (based on fuel consumption)";"3.139325366221977";"hp";
"38097.7980679";"Average speed";"14.461979226828454";"km/h";
"38097.7980679";"Distance travelled";"8.17767996258333";"km";
"38097.7980679";"Distance travelled (Today)";"0.136964";"km";
"38097.7980679";"Distance travelled (total)";"66.094133";"km";
"38097.7980679";"Distance travelled (Week)";"66.094133";"km";
"38097.7980679";"Vehicle acceleration";"-0.00545391481759713";"g";
"38097.7980679";"Vehicle speed";"0";"km/h";
"38098.0977944";"Calculated boost";"-0.69325";"bar";
"38098.0977944";"Intake manifold absolute pressure";"32";"kPa";
"38098.5603947";"Fuel economizer (based on fuel system status and throttle position)";"1";"";
"38098.5603947";"Throttle position";"0";"%";
"38098.7885514";"Average fuel consumption";"12.022151420642365";"km/L";
"38098.7885514";"Average fuel consumption (Today)";"1.50300130586983";"km/L";
"38098.7885514";"Average fuel consumption (total)";"15.112688239409888";"km/L";
"38098.7885514";"Average fuel consumption (Week)";"15.112688239409888";"km/L";
"38098.7885514";"Average fuel consumption 10 sec";"12.038500558521235";"km/L";
"38098.7885514";"Calculated instant fuel rate";"0.7409929033859257";"L/h";
"38098.7885514";"Engine RPM";"884";"rpm";
"38098.7885514";"Engine RPM x1000";"0.9";"rpm";
"38098.7885514";"Fuel used";"0.6802176812165274";"L";
"38098.7885514";"Fuel used (Today)";"0.091127";"L";
"38098.7885514";"Fuel used (total)";"4.37342";"L";
"38098.7885514";"Fuel used (Week)";"4.37342";"L";
"38098.7885514";"Fuel used price";"78.22503333990065";"₹$";
"38098.7885514";"Fuel used price (Today)";"10.479605";"₹$";
"38098.7885514";"Fuel used price (total)";"268.33113382";"₹$";
"38098.7885514";"Fuel used price (Week)";"268.33113382";"₹$";
"38098.7885514";"Instant engine power (based on fuel consumption)";"2.8989108820162994";"hp";
"38099.0951064";"Average speed";"14.452794876409653";"km/h";
"38099.0951064";"Distance travelled";"8.17767996258333";"km";
"38099.0951064";"Distance travelled (Today)";"0.136964";"km";
"38099.0951064";"Distance travelled (total)";"66.094133";"km";
"38099.0951064";"Distance travelled (Week)";"66.094133";"km";
"38099.0951064";"Vehicle acceleration";"-0.016384537877671624";"g";
"38099.0951064";"Vehicle speed";"0";"km/h";
"38099.4218297";"Calculated boost";"-0.70325";"bar";
"38099.4218297";"Intake manifold absolute pressure";"31";"kPa";
"38099.852646";"Fuel economizer (based on fuel system status and throttle position)";"1";"";
"38099.852646";"Throttle position";"0";"%";
"38100.0923852";"Average fuel consumption";"12.017553821062883";"km/L";
"38100.0923852";"Average fuel consumption (Today)";"1.4987252016151094";"km/L";
"38100.0923852";"Average fuel consumption (total)";"15.111789842878306";"km/L";
"38100.0923852";"Average fuel consumption (Week)";"15.111789842878306";"km/L";
"38100.0923852";"Average fuel consumption 10 sec";"12.033802744245596";"km/L";
"38100.0923852";"Calculated instant fuel rate";"0.718648907819318";"L/h";
"38100.0923852";"Engine RPM";"885";"rpm";
"38100.0923852";"Engine RPM x1000";"0.9";"rpm";
"38100.0923852";"Fuel used";"0.6804779145861202";"L";
"38100.0923852";"Fuel used (Today)";"0.091387";"L";
"38100.0923852";"Fuel used (total)";"4.37368";"L";
"38100.0923852";"Fuel used (Week)";"4.37368";"L";
"38100.0923852";"Fuel used price";"78.25496017740382";"₹$";
"38100.0923852";"Fuel used price (Today)";"10.509504999999999";"₹$";
"38100.0923852";"Fuel used price (total)";"268.36103382";"₹$";
"38100.0923852";"Fuel used price (Week)";"268.36103382";"₹$";
"38100.0923852";"Instant engine power (based on fuel consumption)";"2.811496749438531";"hp";
"38100.4108835";"Average speed";"14.44346860702866";"km/h";
"38100.4108835";"Distance travelled";"8.17767996258333";"km";
"38100.4108835";"Distance travelled (Today)";"0.136964";"km";
"38100.4108835";"Distance travelled (total)";"66.094133";"km";
"38100.4108835";"Distance travelled (Week)";"66.094133";"km";
"38100.4108835";"Vehicle acceleration";"-0.01627450338302122";"g";
"38100.4108835";"Vehicle speed";"0";"km/h";
"38100.7202288";"Calculated boost";"-0.70325";"bar";
"38100.7202288";"Intake manifold absolute pressure";"31";"kPa";
"38101.1682381";"Fuel economizer (based on fuel system status and throttle position)";"1";"";
"38101.1682381";"Throttle position";"0";"%";
"38101.4019155";"Average fuel consumption";"12.013021417144103";"km/L";
"38101.4019155";"Average fuel consumption (Today)";"1.4945222818733361";"km/L";
"38101.4019155";"Average fuel consumption (total)";"15.110901917425881";"km/L";
"38101.4019155";"Average fuel consumption (Week)";"15.110901917425881";"km/L";
"38101.4019155";"Average fuel consumption 10 sec";"12.029044529467622";"km/L";
"38101.4019155";"Calculated instant fuel rate";"0.7056563851920763";"L/h";
"38101.4019155";"Engine RPM";"869";"rpm";
"38101.4019155";"Engine RPM x1000";"0.9";"rpm";
"38101.4019155";"Fuel used";"0.6807346527254788";"L";
"38101.4019155";"Fuel used (Today)";"0.091644";"L";
"38101.4019155";"Fuel used (total)";"4.373937";"L";
"38101.4019155";"Fuel used (Week)";"4.373937";"L";
"38101.4019155";"Fuel used price";"78.28448506343007";"₹$";
"38101.4019155";"Fuel used price (Today)";"10.539060000000001";"₹$";
"38101.4019155";"Fuel used price (total)";"268.39058882";"₹$";
"38101.4019155";"Fuel used price (Week)";"268.39058882";"₹$";
"38101.4019155";"Instant engine power (based on fuel consumption)";"2.760667429674671";"hp";
"38101.7110209";"Average speed";"14.43426519028102";"km/h";
"38101.7110209";"Distance travelled";"8.17767996258333";"km";
"38101.7110209";"Distance travelled (Today)";"0.136964";"km";
"38101.7110209";"Distance travelled (total)";"66.094133";"km";
"38101.7110209";"Distance travelled (Week)";"66.094133";"km";
"38101.7110209";"Vehicle acceleration";"-0.01086101576029995";"g";
"38101.7110209";"Vehicle speed";"0";"km/h";
"38102.0399863";"Calculated boost";"-0.54325";"bar";
"38102.0399863";"Intake manifold absolute pressure";"47";"kPa";
"38102.4992242";"Fuel economizer (based on fuel system status and throttle position)";"1";"";
"38102.4992242";"Throttle position";"0";"%";
"38102.719499";"Average fuel consumption";"12.006782770159083";"km/L";
"38102.719499";"Average fuel consumption (Today)";"1.4887714950325008";"km/L";
"38102.719499";"Average fuel consumption (total)";"15.109679031413318";"km/L";
"38102.719499";"Average fuel consumption (Week)";"15.109679031413318";"km/L";
"38102.719499";"Average fuel consumption 10 sec";"12.024138356632808";"km/L";
"38102.719499";"Calculated instant fuel rate";"0.9664498434114721";"L/h";
"38102.719499";"Engine RPM";"785";"rpm";
"38102.719499";"Engine RPM x1000";"0.8";"rpm";
"38102.719499";"Fuel used";"0.681088358066045";"L";
"38102.719499";"Fuel used (Today)";"0.091998";"L";
"38102.719499";"Fuel used (total)";"4.374291";"L";
"38102.719499";"Fuel used (Week)";"4.374291";"L";
"38102.719499";"Fuel used price";"78.32516117759516";"₹$";
"38102.719499";"Fuel used price (Today)";"10.57977";"₹$";
"38102.719499";"Fuel used price (total)";"268.43129882";"₹$";
"38102.719499";"Fuel used price (Week)";"268.43129882";"₹$";
"38102.719499";"Instant engine power (based on fuel consumption)";"3.7809430497734495";"hp";
"38103.0410847";"Average speed";"14.42485800343042";"km/h";
"38103.0410847";"Distance travelled";"8.17767996258333";"km";
"38103.0410847";"Distance travelled (Today)";"0.136964";"km";
"38103.0410847";"Distance travelled (total)";"66.094133";"km";
"38103.0410847";"Distance travelled (Week)";"66.094133";"km";
"38103.0410847";"Vehicle acceleration";"0";"g";
"38103.0410847";"Vehicle speed";"0";"km/h";
"38103.3466997";"Calculated boost";"-0.58325";"bar";
"38103.3466997";"Intake manifold absolute pressure";"43";"kPa";
"38103.8032275";"Fuel economizer (based on fuel system status and throttle position)";"1";"";
"38103.8032275";"Throttle position";"0";"%";
"38104.0441999";"Average fuel consumption";"12.000508817849505";"km/L";
"38104.0441999";"Average fuel consumption (Today)";"1.4830326786062324";"km/L";
"38104.0441999";"Average fuel consumption (total)";"15.108449436034494";"km/L";
"38104.0441999";"Average fuel consumption (Week)";"15.108449436034494";"km/L";
"38104.0441999";"Average fuel consumption 10 sec";"12.019126962124677";"km/L";
"38104.0441999";"Calculated instant fuel rate";"0.9675500166984563";"L/h";
"38104.0441999";"Engine RPM";"859";"rpm";
"38104.0441999";"Engine RPM x1000";"0.9";"rpm";
"38104.0441999";"Fuel used";"0.6814444359575723";"L";
"38104.0441999";"Fuel used (Today)";"0.092354";"L";
"38104.0441999";"Fuel used (total)";"4.374647";"L";
"38104.0441999";"Fuel used (Week)";"4.374647";"L";
"38104.0441999";"Fuel used price";"78.36611013512082";"₹$";
"38104.0441999";"Fuel used price (Today)";"10.62071";"₹$";
"38104.0441999";"Fuel used price (total)";"268.47223882";"₹$";
"38104.0441999";"Fuel used price (Week)";"268.47223882";"₹$";
"38104.0441999";"Instant engine power (based on fuel consumption)";"3.785247145398616";"hp";
"38104.3415238";"Average speed";"14.415674158916886";"km/h";
"38104.3415238";"Distance travelled";"8.17767996258333";"km";
"38104.3415238";"Distance travelled (Today)";"0.136964";"km";
"38104.3415238";"Distance travelled (total)";"66.094133";"km";
"38104.3415238";"Distance travelled (Week)";"66.094133";"km";
"38104.3415238";"Vehicle acceleration";"0";"g";
"38104.3415238";"Vehicle speed";"0";"km/h";
"38104.6729067";"Calculated boost";"-0.53325";"bar";
"38104.6729067";"Intake manifold absolute pressure";"48";"kPa";
"38105.105548";"Fuel economizer (based on fuel system status and throttle position)";"1";"";
"38105.105548";"Throttle position";"0";"%";
"38105.3546776";"Average fuel consumption";"11.993678678217334";"km/L";
"38105.3546776";"Average fuel consumption (Today)";"1.4768281900325633";"km/L";
"38105.3546776";"Average fuel consumption (total)";"15.107109543123654";"km/L";
"38105.3546776";"Average fuel consumption (Week)";"15.107109543123654";"km/L";
"38105.3546776";"Average fuel consumption 10 sec";"12.013932879587085";"km/L";
"38105.3546776";"Calculated instant fuel rate";"1.06622508270011";"L/h";
"38105.3546776";"Engine RPM";"848";"rpm";
"38105.3546776";"Engine RPM x1000";"0.8";"rpm";
"38105.3546776";"Fuel used";"0.6818325037701285";"L";
"38105.3546776";"Fuel used (Today)";"0.092742";"L";
"38105.3546776";"Fuel used (total)";"4.3750350000000005";"L";
"38105.3546776";"Fuel used (Week)";"4.3750350000000005";"L";
"38105.3546776";"Fuel used price";"78.41073793356477";"₹$";
"38105.3546776";"Fuel used price (Today)";"10.66533";"₹$";
"38105.3546776";"Fuel used price (total)";"268.51685882";"₹$";
"38105.3546776";"Fuel used price (Week)";"268.51685882";"₹$";
"38105.3546776";"Instant engine power (based on fuel consumption)";"4.171283531589062";"hp";
"38105.6609783";"Average speed";"14.406363613094388";"km/h";
"38105.6609783";"Distance travelled";"8.17767996258333";"km";
"38105.6609783";"Distance travelled (Today)";"0.136964";"km";
"38105.6609783";"Distance travelled (total)";"66.094133";"km";
"38105.6609783";"Distance travelled (Week)";"66.094133";"km";
"38105.6609783";"Vehicle acceleration";"0";"g";
"38105.6609783";"Vehicle speed";"0";"km/h";
"38105.9723577";"Calculated boost";"-0.56325";"bar";
"38105.9723577";"Intake manifold absolute pressure";"45";"kPa";
"38106.4037793";"Fuel economizer (based on fuel system status and throttle position)";"1";"";
"38106.4037793";"Throttle position";"0";"%";
"38106.6360796";"Average fuel consumption";"11.987698237039139";"km/L";
"38106.6360796";"Average fuel consumption (Today)";"1.4714337895618919";"km/L";
"38106.6360796";"Average fuel consumption (total)";"15.105935605519527";"km/L";
"38106.6360796";"Average fuel consumption (Week)";"15.105935605519527";"km/L";
"38106.6360796";"Average fuel consumption 10 sec";"12.008521119808085";"km/L";
"38106.6360796";"Calculated instant fuel rate";"0.9559720025830514";"L/h";
"38106.6360796";"Engine RPM";"811";"rpm";
"38106.6360796";"Engine RPM x1000";"0.8";"rpm";
"38106.6360796";"Fuel used";"0.6821726574094302";"L";
"38106.6360796";"Fuel used (Today)";"0.093082";"L";
"38106.6360796";"Fuel used (total)";"4.375375";"L";
"38106.6360796";"Fuel used (Week)";"4.375375";"L";
"38106.6360796";"Fuel used price";"78.44985560208448";"₹$";
"38106.6360796";"Fuel used price (Today)";"10.70443";"₹$";
"38106.6360796";"Fuel used price (total)";"268.55595882";"₹$";
"38106.6360796";"Fuel used price (Week)";"268.55595882";"₹$";
"38106.6360796";"Instant engine power (based on fuel consumption)";"3.7399516628671114";"hp";
"38106.9603767";"Average speed";"14.39721509742086";"km/h";
"38106.9603767";"Distance travelled";"8.17767996258333";"km";
"38106.9603767";"Distance travelled (Today)";"0.136964";"km";
"38106.9603767";"Distance travelled (total)";"66.094133";"km";
"38106.9603767";"Distance travelled (Week)";"66.094133";"km";
"38106.9603767";"Vehicle acceleration";"0";"g";
"38106.9603767";"Vehicle speed";"0";"km/h";
"38107.2533796";"Calculated boost";"-0.54325";"bar";
"38107.2533796";"Intake manifold absolute pressure";"47";"kPa";
"38107.7162194";"Fuel economizer (based on fuel system status and throttle position)";"1";"";
"38107.7162194";"Throttle position";"0";"%";
"38107.9710256";"Average fuel consumption";"11.981024734803263";"km/L";
"38107.9710256";"Average fuel consumption (Today)";"1.4654511994179453";"km/L";
"38107.9710256";"Average fuel consumption (total)";"15.104623773497373";"km/L";
"38107.9710256";"Average fuel consumption (Week)";"15.104623773497373";"km/L";
"38107.9710256";"Average fuel consumption 10 sec";"12.002786830207642";"km/L";
"38107.9710256";"Calculated instant fuel rate";"1.0243137193864267";"L/h";
"38107.9710256";"Engine RPM";"832";"rpm";
"38107.9710256";"Engine RPM x1000";"0.8";"rpm";
"38107.9710256";"Fuel used";"0.6825526316482989";"L";
"38107.9710256";"Fuel used (Today)";"0.093462";"L";
"38107.9710256";"Fuel used (total)";"4.375755";"L";
"38107.9710256";"Fuel used (Week)";"4.375755";"L";
