time,"Average fuel consumption (km/L)","Average fuel consumption (Today) (km/L)","Average fuel consumption (total) (km/L)","Average fuel consumption (Week) (km/L)","Average fuel consumption 10 sec (km/L)","Average speed (km/h)","Calculated boost (bar)","Calculated instant fuel consumption (km/L)","Calculated instant fuel rate (L/h)","Distance travelled (km)","Distance travelled (Today) (km)","Distance travelled (total) (km)","Distance travelled (Week) (km)","Engine coolant temperature (℃)","Engine RPM (rpm)","Engine RPM x1000 (rpm)","Fuel economizer (based on fuel system status and throttle position) ()","Fuel used (L)","Fuel used (Today) (L)","Fuel used (total) (L)","Fuel used (Week) (L)","Fuel used price (₹$)","Fuel used price (Today) (₹$)","Fuel used price (total) (₹$)","Fuel used price (Week) (₹$)","Instant engine power (based on fuel consumption) (hp)","Intake air temperature (℃)","Intake manifold absolute pressure (kPa)","Throttle position (%)","Vehicle acceleration (g)","Vehicle speed (km/h)",
15:20:00.701,13.435740604180832,13.435482466376616,14.441837957039661,13.435482466376616,13.509337419702952,13.383465169171684,-0.49325,3.210979739580705,1.219096780386771,3.8570211161666648,3.857018,90.33541499999998,3.857018,80,895,0.9,1,0.2870717163865508,0.287077,6.2551190000000005,0.287077,33.013247384453344,33.01385500000001,484.72651882,33.01385500000001,4.769347866552551,45,52,0,0,0,
15:20:00.942,13.435740604180832,13.435482466376616,14.441837957039661,13.435482466376616,13.509337419702952,13.383465169171684,-0.47325000000000006,3.210979739580705,1.219096780386771,3.8570211161666648,3.857018,90.33541499999998,3.857018,80,895,0.9,1,0.2870717163865508,0.287077,6.2551190000000005,0.287077,33.013247384453344,33.01385500000001,484.72651882,33.01385500000001,4.769347866552551,45,54,0,0,0,
15:20:01.415,13.435740604180832,13.435482466376616,14.441837957039661,13.435482466376616,13.509337419702952,13.383465169171684,-0.47325000000000006,3.210979739580705,1.219096780386771,3.8570211161666648,3.857018,90.33541499999998,3.857018,80,895,0.9,1,0.2870717163865508,0.287077,6.2551190000000005,0.287077,33.013247384453344,33.01385500000001,484.72651882,33.01385500000001,4.769347866552551,45,54,1.9607843137254901,0,0,
15:20:01.625,13.407837610205643,13.407600269749787,14.440459733146449,13.407600269749787,13.489630373062749,13.383465169171684,-0.47325000000000006,3.210979739580705,1.874728959795158,3.8570211161666648,3.857018,90.33541499999998,3.857018,80,1237,1.2,1,0.2876691401177783,0.287674,6.2557160000000005,0.287674,33.0819511135445,33.08251,484.79517382,33.08251,7.334310703311529,45,54,1.9607843137254901,0,0,
15:20:01.965,13.407837610205643,13.407600269749787,14.440459733146449,13.407600269749787,13.489630373062749,13.36717447070707,-0.47325000000000006,3.210979739580705,1.874728959795158,3.8570211161666648,3.857018,90.33541499999998,3.857018,80,1237,1.2,1,0.2876691401177783,0.287674,6.2557160000000005,0.287674,33.0819511135445,33.08251,484.79517382,33.08251,7.334310703311529,45,54,1.9607843137254901,0,0,
15:20:02.215,13.407837610205643,13.407600269749787,14.440459733146449,13.407600269749787,13.489630373062749,13.36717447070707,-0.46325000000000005,3.210979739580705,1.874728959795158,3.8570211161666648,3.857018,90.33541499999998,3.857018,80,1237,1.2,1,0.2876691401177783,0.287674,6.2557160000000005,0.287674,33.0819511135445,33.08251,484.79517382,33.08251,7.334310703311529,45,55,1.9607843137254901,0,0,
15:20:02.743,13.407837610205643,13.407600269749787,14.440459733146449,13.407600269749787,13.489630373062749,13.36717447070707,-0.46325000000000005,3.210979739580705,1.874728959795158,3.8570211161666648,3.857018,90.33541499999998,3.857018,80,1237,1.2,1,0.2876691401177783,0.287674,6.2557160000000005,0.287674,33.0819511135445,33.08251,484.79517382,33.08251,7.334310703311529,45,55,6.666666666666667,0,0,
15:20:02.973,13.372843650596549,13.372596878932972,14.43872174544459,13.372596878932972,13.468083475294758,13.36717447070707,-0.46325000000000005,3.210979739580705,2.009780843901483,3.8570211161666648,3.857018,90.33541499999998,3.857018,80,1302,1.3,1,0.2884219106229218,0.288427,6.256469000000001,0.288427,33.168519721636,33.169105,484.88176882,33.169105,7.862660400972165,45,55,6.666666666666667,0,0,
15:20:03.191,13.372843650596549,13.372596878932972,14.43872174544459,13.372596878932972,13.468083475294758,13.35847608342409,-0.46325000000000005,2.9854001336546285,2.009780843901483,3.8590676291666646,3.859065,90.33746199999999,3.859065,80,1302,1.3,1,0.2884219106229218,0.288427,6.256469000000001,0.288427,33.168519721636,33.169105,484.88176882,33.169105,7.862660400972165,45,55,6.666666666666667,0.03581586822005552,6,
15:20:03.431,13.372843650596549,13.372596878932972,14.43872174544459,13.372596878932972,13.468083475294758,13.35847608342409,-0.37325,2.9854001336546285,2.009780843901483,3.8590676291666646,3.859065,90.33746199999999,3.859065,80,1302,1.3,1,0.2884219106229218,0.288427,6.256469000000001,0.288427,33.168519721636,33.169105,484.88176882,33.169105,7.862660400972165,45,64,6.666666666666667,0.03581586822005552,6,
15:20:03.871,13.372843650596549,13.372596878932972,14.43872174544459,13.372596878932972,13.468083475294758,13.35847608342409,-0.37325,2.9854001336546285,2.009780843901483,3.8590676291666646,3.859065,90.33746199999999,3.859065,80,1302,1.3,1,0.2884219106229218,0.288427,6.256469000000001,0.288427,33.168519721636,33.169105,484.88176882,33.169105,7.862660400972165,45,64,8.627450980392156,0.03581586822005552,6,
15:20:04.138,13.327357612563754,13.327111356690208,14.43642306076428,13.327111356690208,13.443518632955895,13.35847608342409,-0.37325,2.9854001336546285,3.51157351192506,3.8590676291666646,3.859065,90.33746199999999,3.859065,80,1955,2,1,0.28955984684681274,0.289565,6.257607,0.289565,33.29938238738347,33.299975,485.01263882,33.299975,13.737970526038783,45,64,8.627450980392156,0.03581586822005552,6,
15:20:04.410,13.327357612563754,13.327111356690208,14.43642306076428,13.327111356690208,13.443518632955895,13.355716346877443,-0.37325,3.1324988534754468,3.51157351192506,3.862790369861109,3.862788,90.34118499999998,3.862788,80,1955,2,1,0.28955984684681274,0.289565,6.257607,0.289565,33.29938238738347,33.299975,485.01263882,33.299975,13.737970526038783,45,64,8.627450980392156,0.064404561154407,11,
15:20:04.634,13.327357612563754,13.327111356690208,14.43642306076428,13.327111356690208,13.443518632955895,13.355716346877443,-0.53325,3.1324988534754468,3.51157351192506,3.862790369861109,3.862788,90.34118499999998,3.862788,80,1955,2,1,0.28955984684681274,0.289565,6.257607,0.289565,33.29938238738347,33.299975,485.01263882,33.299975,13.737970526038783,45,48,8.627450980392156,0.064404561154407,11,
15:20:05.093,13.327357612563754,13.327111356690208,14.43642306076428,13.327111356690208,13.443518632955895,13.355716346877443,-0.53325,3.1324988534754468,3.51157351192506,3.862790369861109,3.862788,90.34118499999998,3.862788,80,1955,2,1,0.28955984684681274,0.289565,6.257607,0.289565,33.29938238738347,33.299975,485.01263882,33.299975,13.737970526038783,45,48,8.235294117647058,0.064404561154407,11,
15:20:05.324,13.292354427586051,13.292091064251503,14.434612096857945,13.292091064251503,13.417268402427572,13.355716346877443,-0.53325,3.1324988534754468,3.168499066514478,3.862790369861109,3.862788,90.34118499999998,3.862788,80,2352,2.4,1,0.2906024204293361,0.290608,6.25865,0.290608,33.41927834937365,33.41992,485.13258382,33.41992,12.395795400476933,45,48,8.235294117647058,0.064404561154407,11,
15:20:05.562,13.292354427586051,13.292091064251503,14.434612096857945,13.292091064251503,13.417268402427572,13.355323135548481,-0.53325,4.102889010568878,3.168499066514478,3.8669511986111087,3.866949,90.34534599999999,3.866949,80,2352,2.4,1,0.2906024204293361,0.290608,6.25865,0.290608,33.41927834937365,33.41992,485.13258382,33.41992,12.395795400476933,45,48,8.235294117647058,0.07576097335403564,13,
15:20:05.798,13.292354427586051,13.292091064251503,14.434612096857945,13.292091064251503,13.417268402427572,13.355323135548481,-0.55325,4.102889010568878,3.168499066514478,3.8669511986111087,3.866949,90.34534599999999,3.866949,80,2352,2.4,1,0.2906024204293361,0.290608,6.25865,0.290608,33.41927834937365,33.41992,485.13258382,33.41992,12.395795400476933,45,46,8.235294117647058,0.07576097335403564,13,
15:20:06.332,13.292354427586051,13.292091064251503,14.434612096857945,13.292091064251503,13.417268402427572,13.355323135548481,-0.55325,4.102889010568878,3.168499066514478,3.8669511986111087,3.866949,90.34534599999999,3.866949,80,2352,2.4,1,0.2906024204293361,0.290608,6.25865,0.290608,33.41927834937365,33.41992,485.13258382,33.41992,12.395795400476933,45,46,0,0.07576097335403564,13,
15:20:06.686,13.261479569477453,13.26123293026701,14.432993910192916,13.26123293026701,13.389692455259267,13.355323135548481,-0.55325,4.102889010568878,2.6168968781882707,3.8669511986111087,3.866949,90.34534599999999,3.866949,80,2027,2,1,0.29159274260100376,0.291598,6.259640000000001,0.291598,33.53316539911543,33.533770000000004,485.24643382,33.533770000000004,10.237818476573754,45,46,0,0.07576097335403564,13,
15:20:06.994,13.261479569477453,13.26123293026701,14.432993910192916,13.26123293026701,13.389692455259267,13.354835442487568,-0.55325,4.967715811942944,2.6168968781882707,3.8721246125277755,3.872122,90.35051899999999,3.872122,80,2027,2,1,0.29159274260100376,0.291598,6.259640000000001,0.291598,33.53316539911543,33.533770000000004,485.24643382,33.533770000000004,10.237818476573754,45,46,0,0.07321923252123282,13,
15:20:07.262,13.261479569477453,13.26123293026701,14.432993910192916,13.26123293026701,13.389692455259267,13.354835442487568,-0.57325,4.967715811942944,2.6168968781882707,3.8721246125277755,3.872122,90.35051899999999,3.872122,80,2027,2,1,0.29159274260100376,0.291598,6.259640000000001,0.291598,33.53316539911543,33.533770000000004,485.24643382,33.533770000000004,10.237818476573754,45,44,0,0.07321923252123282,13,
15:20:07.805,13.261479569477453,13.26123293026701,14.432993910192916,13.26123293026701,13.389692455259267,13.354835442487568,-0.57325,4.967715811942944,2.6168968781882707,3.8721246125277755,3.872122,90.35051899999999,3.872122,80,2027,2,0,0.29159274260100376,0.291598,6.259640000000001,0.291598,33.53316539911543,33.533770000000004,485.24643382,33.533770000000004,10.237818476573754,45,44,8.627450980392156,0.07321923252123282,13,
15:20:08.113,13.279221485378786,13.27897310681143,14.433820315545299,13.27897310681143,13.36629246587189,13.354835442487568,-0.57325,4.967715811942944,0,3.8721246125277755,3.872122,90.35051899999999,3.872122,80,1375,1.4,0,0.29159274260100376,0.291598,6.259640000000001,0.291598,33.53316539911543,33.533770000000004,485.24643382,33.533770000000004,0,45,44,8.627450980392156,0.07321923252123282,13,
15:20:08.316,13.279221485378786,13.27897310681143,14.433820315545299,13.27897310681143,13.36629246587189,13.356913837212218,-0.57325,4.967715811942944,0,3.8776259683611087,3.877623,90.35601999999999,3.877623,80,1375,1.4,0,0.29159274260100376,0.291598,6.259640000000001,0.291598,33.53316539911543,33.533770000000004,485.24643382,33.533770000000004,0,45,44,8.627450980392156,0.0497440499304818,15,
15:20:08.607,13.279221485378786,13.27897310681143,14.433820315545299,13.27897310681143,13.36629246587189,13.356913837212218,-0.23325000000000004,4.967715811942944,0,3.8776259683611087,3.877623,90.35601999999999,3.877623,80,1375,1.4,0,0.29159274260100376,0.291598,6.259640000000001,0.291598,33.53316539911543,33.533770000000004,485.24643382,33.533770000000004,0,45,78,8.627450980392156,0.0497440499304818,15,
15:20:09.164,13.279221485378786,13.27897310681143,14.433820315545299,13.27897310681143,13.36629246587189,13.356913837212218,-0.23325000000000004,4.967715811942944,0,3.8776259683611087,3.877623,90.35601999999999,3.877623,80,1375,1.4,1,0.29159274260100376,0.291598,6.259640000000001,0.291598,33.53316539911543,33.533770000000004,485.24643382,33.533770000000004,0,45,78,9.019607843137255,0.0497440499304818,15,
15:20:09.395,13.24161418563289,13.241348577048374,14.431831032167338,13.241348577048374,13.326973500559907,13.356913837212218,-0.23325000000000004,4.967715811942944,3.49164690392101,3.8776259683611087,3.877623,90.35601999999999,3.877623,80,1595,1.6,1,0.29283635016101894,0.292842,6.260884000000001,0.292842,33.67618026851718,33.67683,485.38949382,33.67683,13.66001369201155,45,78,9.019607843137255,0.0497440499304818,15,
15:20:09.625,13.24161418563289,13.241348577048374,14.431831032167338,13.241348577048374,13.326973500559907,13.361473848392158,-0.23325000000000004,4.868762640606509,3.49164690392101,3.883811102444442,3.883808,90.36220499999999,3.883808,80,1595,1.6,1,0.29283635016101894,0.292842,6.260884000000001,0.292842,33.67618026851718,33.67683,485.38949382,33.67683,13.66001369201155,45,78,9.019607843137255,0.03258941585527209,17,
15:20:09.860,13.24161418563289,13.241348577048374,14.431831032167338,13.241348577048374,13.326973500559907,13.361473848392158,-0.7432500000000001,4.868762640606509,3.49164690392101,3.883811102444442,3.883808,90.36220499999999,3.883808,80,1595,1.6,1,0.29283635016101894,0.292842,6.260884000000001,0.292842,33.67618026851718,33.67683,485.38949382,33.67683,13.66001369201155,45,27,9.019607843137255,0.03258941585527209,17,
15:20:10.357,13.24161418563289,13.241348577048374,14.431831032167338,13.241348577048374,13.326973500559907,13.361473848392158,-0.7432500000000001,4.868762640606509,3.49164690392101,3.883811102444442,3.883808,90.36220499999999,3.883808,80,1595,1.6,1,0.29283635016101894,0.292842,6.260884000000001,0.292842,33.67618026851718,33.67683,485.38949382,33.67683,13.66001369201155,45,27,3.9215686274509802,0.03258941585527209,17,
15:20:10.595,13.249847981665233,13.249574416549821,14.4321619493101,13.249574416549821,13.303831125973927,13.361473848392158,-0.7432500000000001,4.868762640606509,0.8547672864385362,3.883811102444442,3.883808,90.36220499999999,3.883808,80,1128,1.1,1,0.29312118205573,0.293127,6.261169000000001,0.293127,33.70893593640895,33.709605,485.42226882,33.709605,3.344018784694991,45,27,3.9215686274509802,0.03258941585527209,17,
15:20:10.828,13.249847981665233,13.249574416549821,14.4321619493101,13.249574416549821,13.303831125973927,13.365655643747115,-0.7432500000000001,19.88845416725295,0.8547672864385362,3.889496873333331,3.889494,90.36789099999999,3.889494,80,1128,1.1,1,0.29312118205573,0.293127,6.261169000000001,0.293127,33.70893593640895,33.709605,485.42226882,33.709605,3.344018784694991,45,27,3.9215686274509802,0.021513431904043652,17,
15:20:11.108,13.249847981665233,13.249574416549821,14.4321619493101,13.249574416549821,13.303831125973927,13.365655643747115,-0.43325,19.88845416725295,0.8547672864385362,3.889496873333331,3.889494,90.36789099999999,3.889494,80,1128,1.1,1,0.29312118205573,0.293127,6.261169000000001,0.293127,33.70893593640895,33.709605,485.42226882,33.709605,3.344018784694991,45,58,3.9215686274509802,0.021513431904043652,17,
15:20:11.535,13.249847981665233,13.249574416549821,14.4321619493101,13.249574416549821,13.303831125973927,13.365655643747115,-0.43325,19.88845416725295,0.8547672864385362,3.889496873333331,3.889494,90.36789099999999,3.889494,80,1128,1.1,1,0.29312118205573,0.293127,6.261169000000001,0.293127,33.70893593640895,33.709605,485.42226882,33.709605,3.344018784694991,45,58,4.705882352941177,0.021513431904043652,17,
15:20:11.735,13.24569979697959,13.245429902468262,14.431869191863534,13.245429902468262,13.283663477475493,13.365655643747115,-0.43325,19.88845416725295,1.6424576811451277,3.889496873333331,3.889494,90.36789099999999,3.889494,80,1009,1,1,0.29364223355116736,0.293648,6.261690000000001,0.293648,33.76885685838425,33.76952,485.48218382,33.76952,6.425619494284219,45,58,4.705882352941177,0.021513431904043652,17,
15:20:11.961,13.24569979697959,13.245429902468262,14.431869191863534,13.245429902468262,13.283663477475493,13.369588990032218,-0.43325,10.35034277908916,1.6424576811451277,3.894856795305553,3.894854,90.37325099999998,3.894854,80,1009,1,1,0.29364223355116736,0.293648,6.261690000000001,0.293648,33.76885685838425,33.76952,485.48218382,33.76952,6.425619494284219,45,58,4.705882352941177,0.02281032127111827,17,
15:20:12.260,13.24569979697959,13.245429902468262,14.431869191863534,13.245429902468262,13.283663477475493,13.369588990032218,-0.6232500000000001,10.35034277908916,1.6424576811451277,3.894856795305553,3.894854,90.37325099999998,3.894854,80,1009,1,1,0.29364223355116736,0.293648,6.261690000000001,0.293648,33.76885685838425,33.76952,485.48218382,33.76952,6.425619494284219,45,39,4.705882352941177,0.02281032127111827,17,
15:20:12.696,13.24569979697959,13.245429902468262,14.431869191863534,13.245429902468262,13.283663477475493,13.369588990032218,-0.6232500000000001,10.35034277908916,1.6424576811451277,3.894856795305553,3.894854,90.37325099999998,3.894854,80,1009,1,1,0.29364223355116736,0.293648,6.261690000000001,0.293648,33.76885685838425,33.76952,485.48218382,33.76952,6.425619494284219,45,39,0,0.02281032127111827,17,
15:20:12.962,13.248485624204239,13.248208278484714,14.431934644866926,13.248208278484714,13.279745604598807,13.369588990032218,-0.6232500000000001,10.35034277908916,1.0072872280402425,3.894856795305553,3.894854,90.37325099999998,3.894854,80,986,1,1,0.2939850565403391,0.293991,6.262033000000001,0.293991,33.808281502138996,33.808965,485.52162882,33.808965,3.9407069802409067,45,39,0,0.02281032127111827,17,
15:20:13.235,13.248485624204239,13.248208278484714,14.431934644866926,13.248208278484714,13.279745604598807,13.375225089912226,-0.6232500000000001,17.86977884651673,1.0072872280402425,3.901247283305553,3.901244,90.37964099999999,3.901244,80,986,1,1,0.2939850565403391,0.293991,6.262033000000001,0.293991,33.808281502138996,33.808965,485.52162882,33.808965,3.9407069802409067,45,39,0,0.017274385241693932,18,
15:20:13.484,13.248485624204239,13.248208278484714,14.431934644866926,13.248208278484714,13.279745604598807,13.375225089912226,-0.55325,17.86977884651673,1.0072872280402425,3.901247283305553,3.901244,90.37964099999999,3.901244,80,986,1,1,0.2939850565403391,0.293991,6.262033000000001,0.293991,33.808281502138996,33.808965,485.52162882,33.808965,3.9407069802409067,45,46,0,0.017274385241693932,18,
15:20:14.005,13.248485624204239,13.248208278484714,14.431934644866926,13.248208278484714,13.279745604598807,13.375225089912226,-0.55325,17.86977884651673,1.0072872280402425,3.901247283305553,3.901244,90.37964099999999,3.901244,80,986,1,1,0.2939850565403391,0.293991,6.262033000000001,0.293991,33.808281502138996,33.808965,485.52162882,33.808965,3.9407069802409067,45,46,3.9215686274509802,0.017274385241693932,18,
15:20:14.213,13.24821111016656,13.247953164741798,14.43183040823336,13.247953164741798,13.258342481882957,13.375225089912226,-0.55325,17.86977884651673,1.405920424443526,3.901247283305553,3.901244,90.37964099999999,3.901244,80,1089,1.1,1,0.2944735142627498,0.294479,6.2625210000000004,0.294479,33.86445414021623,33.865085,485.57774882,33.865085,5.500238934873615,45,46,3.9215686274509802,0.017274385241693932,18,
15:20:14.454,13.24821111016656,13.247953164741798,14.43183040823336,13.247953164741798,13.258342481882957,13.382857913178457,-0.55325,14.225556192425438,1.405920424443526,3.907976230527775,3.907973,90.38636999999999,3.907973,80,1089,1.1,1,0.2944735142627498,0.294479,6.2625210000000004,0.294479,33.86445414021623,33.865085,485.57774882,33.865085,5.500238934873615,45,46,3.9215686274509802,0.017598435109589135,20,
15:20:14.713,13.24821111016656,13.247953164741798,14.43183040823336,13.247953164741798,13.258342481882957,13.382857913178457,-0.52325,14.225556192425438,1.405920424443526,3.907976230527775,3.907973,90.38636999999999,3.907973,80,1089,1.1,1,0.2944735142627498,0.294479,6.2625210000000004,0.294479,33.86445414021623,33.865085,485.57774882,33.865085,5.500238934873615,45,49,3.9215686274509802,0.017598435109589135,20,
15:20:15.126,13.24821111016656,13.247953164741798,14.43183040823336,13.247953164741798,13.258342481882957,13.382857913178457,-0.52325,14.225556192425438,1.405920424443526,3.907976230527775,3.907973,90.38636999999999,3.907973,80,1089,1.1,1,0.2944735142627498,0.294479,6.2625210000000004,0.294479,33.86445414021623,33.865085,485.57774882,33.865085,5.500238934873615,45,49,2.3529411764705883,0.017598435109589135,20,
15:20:15.375,13.246528154736215,13.246288437550843,14.43164897192525,13.246288437550843,13.252626224799952,13.382857913178457,-0.52325,14.225556192425438,1.6901412121294683,3.907976230527775,3.907973,90.38636999999999,3.907973,80,1229,1.2,1,0.29501890494457617,0.295024,6.263066,0.295024,33.92717406862626,33.92776,485.64042381999997,33.92776,6.6121669041606586,45,49,2.3529411764705883,0.017598435109589135,20,
15:20:15.665,13.246528154736215,13.246288437550843,14.43164897192525,13.246288437550843,13.252626224799952,13.391629582176892,-0.52325,12.424997301581303,1.6901412121294683,3.9150461249444417,3.915043,90.39343999999998,3.915043,80,1229,1.2,1,0.29501890494457617,0.295024,6.263066,0.295024,33.92717406862626,33.92776,485.64042381999997,33.92776,6.6121669041606586,45,49,2.3529411764705883,0.023425328443932074,21,
15:20:15.868,13.246528154736215,13.246288437550843,14.43164897192525,13.246288437550843,13.252626224799952,13.391629582176892,-0.49325,12.424997301581303,1.6901412121294683,3.9150461249444417,3.915043,90.39343999999998,3.915043,80,1229,1.2,1,0.29501890494457617,0.295024,6.263066,0.295024,33.92717406862626,33.92776,485.64042381999997,33.92776,6.6121669041606586,45,52,2.3529411764705883,0.023425328443932074,21,
15:20:16.337,13.246528154736215,13.246288437550843,14.43164897192525,13.246288437550843,13.252626224799952,13.391629582176892,-0.49325,12.424997301581303,1.6901412121294683,3.9150461249444417,3.915043,90.39343999999998,3.915043,80,1229,1.2,1,0.29501890494457617,0.295024,6.263066,0.295024,33.92717406862626,33.92776,485.64042381999997,33.92776,6.6121669041606586,45,52,5.490196078431373,0.023425328443932074,21,
15:20:16.550,13.243360089757036,13.243140027331647,14.43138607238248,13.243140027331647,13.251596013959137,13.391629582176892,-0.49325,12.424997301581303,1.8490769601955772,3.9150461249444417,3.915043,90.39343999999998,3.915043,80,1267,1.3,1,0.2956233235682008,0.295628,6.26367,0.295628,33.996682210343096,33.99722,485.70988381999996,33.99722,7.233955004296188,45,52,5.490196078431373,0.023425328443932074,21,
15:20:16.776,13.243360089757036,13.243140027331647,14.43138607238248,13.243140027331647,13.251596013959137,13.400716134171248,-0.49325,11.897828199467185,1.8490769601955772,3.9218422751111084,3.921839,90.40023599999999,3.921839,80,1267,1.3,1,0.2956233235682008,0.295628,6.26367,0.295628,33.996682210343096,33.99722,485.70988381999996,33.99722,7.233955004296188,45,52,5.490196078431373,0.02941449314291101,22,
15:20:17.029,13.243360089757036,13.243140027331647,14.43138607238248,13.243140027331647,13.251596013959137,13.400716134171248,-0.5032500000000001,11.897828199467185,1.8490769601955772,3.9218422751111084,3.921839,90.40023599999999,3.921839,80,1267,1.3,1,0.2956233235682008,0.295628,6.26367,0.295628,33.996682210343096,33.99722,485.70988381999996,33.99722,7.233955004296188,45,51,5.490196078431373,0.02941449314291101,22,
15:20:17.494,13.243360089757036,13.243140027331647,14.43138607238248,13.243140027331647,13.251596013959137,13.400716134171248,-0.5032500000000001,11.897828199467185,1.8490769601955772,3.9218422751111084,3.921839,90.40023599999999,3.921839,80,1267,1.3,1,0.2956233235682008,0.295628,6.26367,0.295628,33.996682210343096,33.99722,485.70988381999996,33.99722,7.233955004296188,45,51,5.490196078431373,0.02941449314291101,22,
15:20:17.792,13.236964264336173,13.23675595037194,14.43095969143368,13.23675595037194,13.248871672760492,13.400716134171248,-0.5032500000000001,11.897828199467185,1.9022613576148393,3.9218422751111084,3.921839,90.40023599999999,3.921839,80,1329,1.3,1,0.2962795847139644,0.296284,6.2643260000000005,0.296284,34.0721522421059,34.07266,485.78532382,34.07266,7.442022892298455,45,51,5.490196078431373,0.02941449314291101,22,
15:20:18.181,13.236964264336173,13.23675595037194,14.43095969143368,13.23675595037194,13.248871672760492,13.413483209094982,-0.5032500000000001,12.090872743605892,1.9022613576148393,3.930806660555553,3.930803,90.40919999999998,3.930803,80,1329,1.3,1,0.2962795847139644,0.296284,6.2643260000000005,0.296284,34.0721522421059,34.07266,485.78532382,34.07266,7.442022892298455,45,51,5.490196078431373,0.02863406140211527,23,
15:20:18.397,13.236964264336173,13.23675595037194,14.43095969143368,13.23675595037194,13.248871672760492,13.413483209094982,-0.7232500000000001,12.090872743605892,1.9022613576148393,3.930806660555553,3.930803,90.40919999999998,3.930803,80,1329,1.3,1,0.2962795847139644,0.296284,6.2643260000000005,0.296284,34.0721522421059,34.07266,485.78532382,34.07266,7.442022892298455,45,29,5.490196078431373,0.02863406140211527,23,
15:20:18.874,13.236964264336173,13.23675595037194,14.43095969143368,13.23675595037194,13.248871672760492,13.413483209094982,-0.7232500000000001,12.090872743605892,1.9022613576148393,3.930806660555553,3.930803,90.40919999999998,3.930803,80,1329,1.3,1,0.2962795847139644,0.296284,6.2643260000000005,0.296284,34.0721522421059,34.07266,485.78532382,34.07266,7.442022892298455,45,29,1.5686274509803921,0.02863406140211527,23,
15:20:19.105,13.255291294743092,13.255065739114013,14.431775535936648,13.255065739114013,13.246220655001723,13.413483209094982,-0.7232500000000001,12.090872743605892,0.7315366520382758,3.930806660555553,3.930803,90.40919999999998,3.930803,80,963,1,1,0.29654622996587554,0.296551,6.2645930000000005,0.296551,34.102816446075686,34.103365000000004,485.81602882,34.103365000000004,2.8619161553333283,45,29,1.5686274509803921,0.02863406140211527,23,
15:20:19.390,13.255291294743092,13.255065739114013,14.431775535936648,13.255065739114013,13.246220655001723,13.424463597636098,-0.7232500000000001,31.44066662403757,0.7315366520382758,3.9385356469999975,3.938532,90.41692899999998,3.938532,80,963,1,1,0.29654622996587554,0.296551,6.2645930000000005,0.296551,34.102816446075686,34.103365000000004,485.81602882,34.103365000000004,2.8619161553333283,45,29,1.5686274509803921,0.01721510294933713,23,
15:20:19.623,13.255291294743092,13.255065739114013,14.431775535936648,13.255065739114013,13.246220655001723,13.424463597636098,-0.57325,31.44066662403757,0.7315366520382758,3.9385356469999975,3.938532,90.41692899999998,3.938532,80,963,1,1,0.29654622996587554,0.296551,6.2645930000000005,0.296551,34.102816446075686,34.103365000000004,485.81602882,34.103365000000004,2.8619161553333283,45,44,1.5686274509803921,0.01721510294933713,23,
15:20:20.072,13.255291294743092,13.255065739114013,14.431775535936648,13.255065739114013,13.246220655001723,13.424463597636098,-0.57325,31.44066662403757,0.7315366520382758,3.9385356469999975,3.938532,90.41692899999998,3.938532,80,963,1,1,0.29654622996587554,0.296551,6.2645930000000005,0.296551,34.102816446075686,34.103365000000004,485.81602882,34.103365000000004,2.8619161553333283,45,44,3.9215686274509802,0.01721510294933713,23,
15:20:20.364,13.26385129688822,13.263640710980596,14.432108525736053,13.263640710980596,13.248689479349512,13.424463597636098,-0.57325,31.44066662403757,1.1191381788836356,3.9385356469999975,3.938532,90.41692899999998,3.938532,80,971,1,1,0.29693756050507003,0.296942,6.264984,0.296942,34.147819458083056,34.14833,485.86099382,34.14833,4.378290035466076,45,44,3.9215686274509802,0.01721510294933713,23,
15:20:20.633,13.26385129688822,13.263640710980596,14.432108525736053,13.263640710980596,13.248689479349512,13.435725020479845,-0.57325,20.55152834026536,1.1191381788836356,3.946480884555553,3.946477,90.42487399999999,3.946477,80,971,1,1,0.29693756050507003,0.296942,6.264984,0.296942,34.147819458083056,34.14833,485.86099382,34.14833,4.378290035466076,45,44,3.9215686274509802,0.011403676841442301,23,
15:20:20.966,13.26385129688822,13.263640710980596,14.432108525736053,13.263640710980596,13.248689479349512,13.435725020479845,-0.57325,20.55152834026536,1.1191381788836356,3.946480884555553,3.946477,90.42487399999999,3.946477,80,971,1,1,0.29693756050507003,0.296942,6.264984,0.296942,34.147819458083056,34.14833,485.86099382,34.14833,4.378290035466076,45,44,3.9215686274509802,0.011403676841442301,23,
15:20:21.410,13.26385129688822,13.263640710980596,14.432108525736053,13.263640710980596,13.248689479349512,13.435725020479845,-0.57325,20.55152834026536,1.1191381788836356,3.946480884555553,3.946477,90.42487399999999,3.946477,80,971,1,1,0.29693756050507003,0.296942,6.264984,0.296942,34.147819458083056,34.14833,485.86099382,34.14833,4.378290035466076,45,44,4.705882352941177,0.011403676841442301,23,
15:20:21.583,13.271902774782196,13.271669788573485,14.432411450628152,13.271669788573485,13.251135963593441,13.435725020479845,-0.57325,20.55152834026536,1.236123271732955,3.946480884555553,3.946477,90.42487399999999,3.946477,80,1001,1,1,0.29735607256362817,0.297361,6.265403000000001,0.297361,34.19594834481724,34.196515,485.90917881999997,34.196515,4.835958870275352,45,44,4.705882352941177,0.011403676841442301,23,
