time,"Average fuel consumption (km/L)","Average fuel consumption (Today) (km/L)","Average fuel consumption (total) (km/L)","Average fuel consumption (Week) (km/L)","Average speed (km/h)","Calculated boost (bar)","Calculated instant fuel consumption (km/L)","Calculated instant fuel rate (L/h)","Distance travelled (km)","Distance travelled (Today) (km)","Distance travelled (total) (km)","Distance travelled (Week) (km)","Engine RPM (rpm)","Engine RPM x1000 (rpm)","Fuel economizer (based on fuel system status and throttle position) ()","Fuel used (L)","Fuel used (Today) (L)","Fuel used (total) (L)","Fuel used (Week) (L)","Fuel used price (₹$)","Fuel used price (Today) (₹$)","Fuel used price (total) (₹$)","Fuel used price (Week) (₹$)","Instant engine power (based on fuel consumption) (hp)","Intake air temperature (℃)","Intake manifold absolute pressure (kPa)","Throttle position (%)","Vehicle acceleration (g)","Vehicle speed (km/h)",
09:06:04.449,,,16.86238291516505,,0,-0.68325,,0.4292587363837419,0,0,284.204318,0,1234,1.2,1,0.002679205514685329,0.002681,16.854339,0.002681,0.30810863418881285,0.30831499999999995,1703.6368188200001,0.30831499999999995,1.6793451278915867,,33,0,0,0,
09:06:04.676,,,16.86238291516505,,0,-0.55325,,0.4292587363837419,0,0,284.204318,0,1234,1.2,1,0.002679205514685329,0.002681,16.854339,0.002681,0.30810863418881285,0.30831499999999995,1703.6368188200001,0.30831499999999995,1.6793451278915867,,46,0,0,0,
09:06:05.160,,,16.86238291516505,,0,-0.55325,,0.4292587363837419,0,0,284.204318,0,1234,1.2,1,0.002679205514685329,0.002681,16.854339,0.002681,0.30810863418881285,0.30831499999999995,1703.6368188200001,0.30831499999999995,1.6793451278915867,,46,0,0,0,
09:06:05.370,,,16.86219982981422,,0,-0.55325,,0.5687820563281258,0,0,284.204318,0,1173,1.2,1,0.002862031943362157,0.002864,16.854522,0.002864,0.32913367348664807,0.32936,1703.65786382,0.32936,2.225187967456761,,46,0,0,0,
09:06:05.608,,,16.86219982981422,,0,-0.55325,,0.5687820563281258,0,0,284.204318,0,1173,1.2,1,0.002862031943362157,0.002864,16.854522,0.002864,0.32913367348664807,0.32936,1703.65786382,0.32936,2.225187967456761,,46,0,0,0,
09:06:05.880,,,16.86219982981422,,0,-0.55325,,0.5687820563281258,0,0,284.204318,0,1173,1.2,1,0.002862031943362157,0.002864,16.854522,0.002864,0.32913367348664807,0.32936,1703.65786382,0.32936,2.225187967456761,,46,0,0,0,
09:06:06.290,,,16.86219982981422,,0,-0.55325,,0.5687820563281258,0,0,284.204318,0,1173,1.2,1,0.002862031943362157,0.002864,16.854522,0.002864,0.32913367348664807,0.32936,1703.65786382,0.32936,2.225187967456761,,46,0,0,0,
09:06:06.546,,,16.862009745405324,,0,-0.55325,,0.5818742264226353,0,0,284.204318,0,1200,1.2,1,0.00305203548845139,0.003054,16.854712,0.003054,0.3509840811719098,0.35120999999999997,1703.6797138200002,0.35120999999999997,2.276407127833004,,46,0,0,0,
09:06:06.809,,,16.862009745405324,,0,-0.55325,,0.5818742264226353,0,0,284.204318,0,1200,1.2,1,0.00305203548845139,0.003054,16.854712,0.003054,0.3509840811719098,0.35120999999999997,1703.6797138200002,0.35120999999999997,2.276407127833004,,46,0,0,0,
09:06:07.056,,,16.862009745405324,,0,-0.55325,,0.5818742264226353,0,0,284.204318,0,1200,1.2,1,0.00305203548845139,0.003054,16.854712,0.003054,0.3509840811719098,0.35120999999999997,1703.6797138200002,0.35120999999999997,2.276407127833004,,46,0,0,0,
09:06:07.510,,,16.862009745405324,,0,-0.55325,,0.5818742264226353,0,0,284.204318,0,1200,1.2,1,0.00305203548845139,0.003054,16.854712,0.003054,0.3509840811719098,0.35120999999999997,1703.6797138200002,0.35120999999999997,2.276407127833004,,46,0,0,0,
09:06:07.758,,,16.861809661183635,,0,-0.55325,,0.5939966061397735,0,0,284.204318,0,1225,1.2,1,0.0032520337992406312,0.003254,16.854912,0.003254,0.3739838869126726,0.37421,1703.70271382,0.37421,2.323832276329524,,46,0,0,0,
09:06:07.988,,,16.861809661183635,,0,-0.55325,,0.5939966061397735,0,0,284.204318,0,1225,1.2,1,0.0032520337992406312,0.003254,16.854912,0.003254,0.3739838869126726,0.37421,1703.70271382,0.37421,2.323832276329524,,46,0,0,0,
09:06:08.203,,,16.861809661183635,,0,-0.52325,,0.5939966061397735,0,0,284.204318,0,1225,1.2,1,0.0032520337992406312,0.003254,16.854912,0.003254,0.3739838869126726,0.37421,1703.70271382,0.37421,2.323832276329524,,49,0,0,0,
09:06:08.641,,,16.861809661183635,,0,-0.52325,,0.5939966061397735,0,0,284.204318,0,1225,1.2,1,0.0032520337992406312,0.003254,16.854912,0.003254,0.3739838869126726,0.37421,1703.70271382,0.37421,2.323832276329524,,49,0,0,0,
